account_id,week_number,week_date,logins,feature_events,support_tickets,churned_this_week
344,43,2026-06-06,4,2,0,False
344,44,2026-06-13,4,2,0,False
344,45,2026-06-20,2,1,0,False
344,46,2026-06-27,3,1,0,False
344,47,2026-07-04,5,2,0,False
344,48,2026-07-11,4,2,0,False
344,49,2026-07-18,2,1,0,False
344,50,2026-07-25,5,2,0,False
344,51,2026-08-01,3,1,0,False
345,0,2025-08-30,3,3,0,False
345,1,2025-09-06,5,4,0,False
345,2,2025-09-13,3,3,0,False
345,3,2025-09-20,7,7,0,False
345,4,2025-09-27,7,7,0,False
345,5,2025-10-04,5,4,0,False
345,6,2025-10-11,5,5,0,False
345,7,2025-10-18,7,6,0,False
345,8,2025-10-25,4,4,0,False
345,9,2025-11-01,8,7,0,False
345,10,2025-11-08,6,6,0,False
345,11,2025-11-15,6,6,0,False
345,12,2025-11-22,7,6,0,False
345,13,2025-11-29,4,4,0,False
345,14,2025-12-06,7,6,0,False
345,15,2025-12-13,8,7,0,False
345,16,2025-12-20,5,5,0,False
345,17,2025-12-27,5,5,0,False
345,18,2026-01-03,12,11,0,False
345,19,2026-01-10,5,5,0,False
345,20,2026-01-17,6,5,0,False
345,21,2026-01-24,10,9,0,False
345,22,2026-01-31,4,4,0,False
345,23,2026-02-07,6,6,0,False
345,24,2026-02-14,8,7,0,False
345,25,2026-02-21,6,6,0,False
345,26,2026-02-28,4,4,0,False
345,27,2026-03-07,5,4,0,False
345,28,2026-03-14,4,3,0,False
345,29,2026-03-21,6,6,0,False
345,30,2026-03-28,7,7,0,False
345,31,2026-04-04,5,5,0,False
345,32,2026-04-11,6,5,0,False
345,33,2026-04-18,6,5,0,False
345,34,2026-04-25,9,9,0,False
345,35,2026-05-02,7,6,1,False
345,36,2026-05-09,10,9,0,False
345,37,2026-05-16,9,8,1,False
345,38,2026-05-23,7,6,0,False
345,39,2026-05-30,5,5,0,False
345,40,2026-06-06,10,9,0,False
345,41,2026-06-13,9,8,0,False
345,42,2026-06-20,5,5,0,False
345,43,2026-06-27,6,6,0,False
345,44,2026-07-04,5,5,0,False
345,45,2026-07-11,8,8,0,False
345,46,2026-07-18,8,7,0,False
345,47,2026-07-25,6,6,0,False
345,48,2026-08-01,6,6,0,False
346,0,2026-01-10,7,4,0,False
346,1,2026-01-17,5,3,0,False
346,2,2026-01-24,4,3,0,False
346,3,2026-01-31,6,4,0,False
346,4,2026-02-07,2,1,0,False
346,5,2026-02-14,4,3,0,False
346,6,2026-02-21,6,4,0,False
346,7,2026-02-28,8,5,0,False
346,8,2026-03-07,4,2,0,False
346,9,2026-03-14,6,3,0,False
346,10,2026-03-21,4,2,0,False
346,11,2026-03-28,9,5,0,False
346,12,2026-04-04,5,3,0,False
346,13,2026-04-11,6,3,0,False
346,14,2026-04-18,3,2,0,False
346,15,2026-04-25,4,3,0,False
346,16,2026-05-02,6,4,1,False
346,17,2026-05-09,4,2,0,False
346,18,2026-05-16,6,4,0,False
346,19,2026-05-23,4,3,0,False
346,20,2026-05-30,6,4,0,False
346,21,2026-06-06,5,3,0,False
346,22,2026-06-13,4,2,0,False
346,23,2026-06-20,5,3,0,False
346,24,2026-06-27,4,3,0,False
346,25,2026-07-04,5,3,0,False
346,26,2026-07-11,4,3,0,False
346,27,2026-07-18,4,2,0,False
346,28,2026-07-25,5,3,0,False
346,29,2026-08-01,4,3,0,False
347,0,2025-09-13,6,2,0,False
347,1,2025-09-20,9,3,0,False
347,2,2025-09-27,5,1,0,False
347,3,2025-10-04,9,3,0,False
347,4,2025-10-11,4,1,0,False
347,5,2025-10-18,7,2,0,False
347,6,2025-10-25,6,2,0,False
347,7,2025-11-01,7,2,0,False
347,8,2025-11-08,7,2,0,False
347,9,2025-11-15,6,2,0,False
347,10,2025-11-22,6,2,0,False
347,11,2025-11-29,8,2,0,False
347,12,2025-12-06,7,2,0,False
347,13,2025-12-13,3,1,0,False
347,14,2025-12-20,6,2,0,False
347,15,2025-12-27,6,2,0,False
347,16,2026-01-03,6,2,0,False
347,17,2026-01-10,8,2,0,False
347,18,2026-01-17,5,2,0,False
347,19,2026-01-24,7,2,0,False
347,20,2026-01-31,10,3,0,False
347,21,2026-02-07,9,3,0,False
347,22,2026-02-14,5,1,0,False
347,23,2026-02-21,7,2,0,False
347,24,2026-02-28,3,1,0,False
347,25,2026-03-07,8,2,0,False
347,26,2026-03-14,4,1,0,False
347,27,2026-03-21,6,2,0,False
347,28,2026-03-28,6,2,1,False
347,29,2026-04-04,6,2,0,False
347,30,2026-04-11,9,3,0,False
347,31,2026-04-18,5,1,0,False
347,32,2026-04-25,10,3,0,False
347,33,2026-05-02,8,2,1,False
347,34,2026-05-09,5,2,0,False
347,35,2026-05-16,11,3,0,False
347,36,2026-05-23,13,4,0,False
347,37,2026-05-30,5,1,0,False
347,38,2026-06-06,8,2,0,False
347,39,2026-06-13,5,1,0,False
347,40,2026-06-20,5,1,0,False
347,41,2026-06-27,6,2,0,False
347,42,2026-07-04,9,2,0,False
347,43,2026-07-11,6,2,0,False
347,44,2026-07-18,9,2,0,False
347,45,2026-07-25,9,3,0,False
347,46,2026-08-01,6,2,0,False
348,0,2026-01-24,5,5,0,False
348,1,2026-01-31,5,6,0,False
348,2,2026-02-07,5,5,0,False
348,3,2026-02-14,5,6,0,False
348,4,2026-02-21,4,5,0,False
348,5,2026-02-28,3,4,0,False
348,6,2026-03-07,9,10,0,False
348,7,2026-03-14,4,5,1,False
348,8,2026-03-21,4,4,0,False
348,9,2026-03-28,4,5,1,False
348,10,2026-04-04,6,7,0,False
348,11,2026-04-11,4,5,0,False
348,12,2026-04-18,9,11,0,False
348,13,2026-04-25,7,9,0,False
348,14,2026-05-02,5,5,0,False
348,15,2026-05-09,6,7,0,False
348,16,2026-05-16,5,6,0,False
348,17,2026-05-23,4,5,0,False
348,18,2026-05-30,6,7,0,False
348,19,2026-06-06,5,6,0,False
348,20,2026-06-13,5,6,1,False
348,21,2026-06-20,5,6,0,False
348,22,2026-06-27,5,5,0,False
348,23,2026-07-04,4,4,0,False
348,24,2026-07-11,4,5,0,False
348,25,2026-07-18,5,6,0,False
348,26,2026-07-25,6,7,0,False
348,27,2026-08-01,4,5,0,False
349,0,2025-11-15,17,3,0,False
349,1,2025-11-22,11,2,0,False
349,2,2025-11-29,8,1,0,False
349,3,2025-12-06,12,2,0,False
349,4,2025-12-13,6,1,0,False
349,5,2025-12-20,11,2,0,False
349,6,2025-12-27,8,1,0,False
349,7,2026-01-03,6,1,0,False
349,8,2026-01-10,6,1,0,False
349,9,2026-01-17,10,2,0,False
349,10,2026-01-24,11,2,0,False
349,11,2026-01-31,7,1,0,False
349,12,2026-02-07,8,2,1,False
349,13,2026-02-14,13,2,0,False
349,14,2026-02-21,12,2,0,False
349,15,2026-02-28,9,2,0,False
349,16,2026-03-07,7,1,0,False
349,17,2026-03-14,12,2,0,False
349,18,2026-03-21,10,2,0,False
349,19,2026-03-28,10,2,0,False
349,20,2026-04-04,10,2,0,False
349,21,2026-04-11,11,2,0,False
349,22,2026-04-18,7,1,0,False
349,23,2026-04-25,5,1,0,False
349,24,2026-05-02,13,2,0,False
349,25,2026-05-09,9,2,0,False
349,26,2026-05-16,8,1,0,False
349,27,2026-05-23,7,1,0,False
349,28,2026-05-30,7,1,1,False
349,29,2026-06-06,8,1,0,False
349,30,2026-06-13,8,1,0,False
349,31,2026-06-20,8,1,0,False
349,32,2026-06-27,7,1,1,False
349,33,2026-07-04,12,2,0,False
349,34,2026-07-11,10,2,0,False
349,35,2026-07-18,14,3,0,False
349,36,2026-07-25,7,1,1,False
349,37,2026-08-01,6,1,0,False
350,0,2025-09-06,3,1,0,False
350,1,2025-09-13,3,1,0,False
350,2,2025-09-20,2,1,0,False
350,3,2025-09-27,3,1,0,False
350,4,2025-10-04,3,1,0,False
350,5,2025-10-11,5,2,0,False
350,6,2025-10-18,2,1,0,False
350,7,2025-10-25,3,1,0,False
350,8,2025-11-01,3,1,0,False
350,9,2025-11-08,1,1,1,False
350,10,2025-11-15,2,1,1,False
350,11,2025-11-22,3,1,0,False
350,12,2025-11-29,2,1,0,False
350,13,2025-12-06,2,1,0,False
350,14,2025-12-13,1,0,0,False
350,15,2025-12-20,1,0,1,False
350,16,2025-12-27,2,1,0,False
350,17,2026-01-03,1,1,0,False
350,18,2026-01-10,2,1,0,False
350,19,2026-01-17,1,0,0,False
350,20,2026-01-24,2,1,0,False
350,21,2026-01-31,1,1,0,False
350,22,2026-02-07,1,0,0,False
350,23,2026-02-14,2,1,0,False
350,24,2026-02-21,1,1,1,False
350,25,2026-02-28,1,1,2,False
350,26,2026-03-07,2,1,0,False
350,27,2026-03-14,2,1,0,False
350,28,2026-03-21,1,0,0,False
350,29,2026-03-28,1,0,0,False
350,30,2026-04-04,1,0,0,False
350,31,2026-04-11,1,0,0,True
351,0,2026-02-28,5,4,0,False
351,1,2026-03-07,6,5,0,False
351,2,2026-03-14,5,4,0,False
351,3,2026-03-21,7,5,0,False
351,4,2026-03-28,8,6,0,False
351,5,2026-04-04,6,4,0,False
351,6,2026-04-11,5,3,1,False
351,7,2026-04-18,5,4,0,False
351,8,2026-04-25,8,6,0,False
351,9,2026-05-02,4,3,1,False
351,10,2026-05-09,6,4,0,False
351,11,2026-05-16,7,5,0,False
351,12,2026-05-23,8,6,0,False
351,13,2026-05-30,9,7,0,False
351,14,2026-06-06,4,3,0,False
351,15,2026-06-13,6,4,0,False
351,16,2026-06-20,5,3,0,False
351,17,2026-06-27,10,7,0,False
351,18,2026-07-04,6,4,0,False
351,19,2026-07-11,3,2,0,False
351,20,2026-07-18,7,5,0,False
351,21,2026-07-25,5,4,0,False
351,22,2026-08-01,7,5,0,False
352,0,2026-06-20,16,8,0,False
352,1,2026-06-27,15,8,0,False
352,2,2026-07-04,5,3,0,False
352,3,2026-07-11,7,4,1,False
352,4,2026-07-18,7,4,0,False
352,5,2026-07-25,7,4,0,False
352,6,2026-08-01,8,4,0,False
353,0,2025-10-04,21,7,0,False
353,1,2025-10-11,22,7,0,False
353,2,2025-10-18,20,6,0,False
353,3,2025-10-25,7,2,0,False
353,4,2025-11-01,14,5,0,False
353,5,2025-11-08,12,4,0,False
353,6,2025-11-15,12,4,0,False
353,7,2025-11-22,17,5,0,False
353,8,2025-11-29,12,4,0,False
353,9,2025-12-06,13,4,0,False
353,10,2025-12-13,14,4,0,False
353,11,2025-12-20,7,2,0,False
353,12,2025-12-27,12,4,0,False
353,13,2026-01-03,18,6,0,False
353,14,2026-01-10,7,2,0,False
353,15,2026-01-17,16,5,0,False
353,16,2026-01-24,10,3,0,False
353,17,2026-01-31,12,4,0,False
353,18,2026-02-07,17,5,0,False
353,19,2026-02-14,9,3,0,False
353,20,2026-02-21,12,4,0,False
353,21,2026-02-28,8,3,0,False
353,22,2026-03-07,15,5,0,False
353,23,2026-03-14,10,3,0,False
353,24,2026-03-21,9,3,0,False
353,25,2026-03-28,13,4,0,False
353,26,2026-04-04,8,3,0,False
353,27,2026-04-11,12,4,0,False
353,28,2026-04-18,10,3,0,False
353,29,2026-04-25,14,4,0,False
353,30,2026-05-02,14,4,0,False
353,31,2026-05-09,11,3,0,False
353,32,2026-05-16,20,6,0,False
353,33,2026-05-23,18,6,0,False
353,34,2026-05-30,10,3,0,False
353,35,2026-06-06,27,9,0,False
353,36,2026-06-13,16,5,0,False
353,37,2026-06-20,15,5,0,False
353,38,2026-06-27,15,5,0,False
353,39,2026-07-04,9,3,0,False
353,40,2026-07-11,19,6,0,False
353,41,2026-07-18,7,2,0,False
353,42,2026-07-25,15,5,0,False
353,43,2026-08-01,18,6,0,False
354,0,2025-09-06,5,4,0,False
354,1,2025-09-13,4,3,0,False
354,2,2025-09-20,5,4,0,False
354,3,2025-09-27,5,5,0,False
354,4,2025-10-04,6,5,0,False
354,5,2025-10-11,6,5,0,False
354,6,2025-10-18,2,2,0,False
354,7,2025-10-25,3,3,0,False
354,8,2025-11-01,5,4,0,False
354,9,2025-11-08,5,5,0,False
354,10,2025-11-15,3,2,0,False
354,11,2025-11-22,5,4,0,False
354,12,2025-11-29,6,5,0,False
354,13,2025-12-06,5,5,0,False
354,14,2025-12-13,5,4,0,False
354,15,2025-12-20,4,3,0,False
354,16,2025-12-27,4,3,0,False
354,17,2026-01-03,8,6,0,False
354,18,2026-01-10,2,1,0,False
354,19,2026-01-17,3,3,0,False
354,20,2026-01-24,3,3,0,False
354,21,2026-01-31,3,2,0,False
354,22,2026-02-07,5,4,0,False
354,23,2026-02-14,5,4,0,False
354,24,2026-02-21,4,3,0,False
354,25,2026-02-28,5,4,0,False
354,26,2026-03-07,5,4,0,False
354,27,2026-03-14,4,3,0,False
354,28,2026-03-21,5,4,0,False
354,29,2026-03-28,4,3,0,False
354,30,2026-04-04,5,4,0,False
354,31,2026-04-11,6,5,0,False
354,32,2026-04-18,5,5,0,False
354,33,2026-04-25,7,6,0,False
354,34,2026-05-02,3,3,0,False
354,35,2026-05-09,3,3,0,False
354,36,2026-05-16,4,4,0,False
354,37,2026-05-23,3,3,0,False
354,38,2026-05-30,5,4,0,False
354,39,2026-06-06,4,4,0,False
354,40,2026-06-13,3,3,0,False
354,41,2026-06-20,5,4,0,False
354,42,2026-06-27,3,3,0,False
354,43,2026-07-04,6,5,0,False
354,44,2026-07-11,4,3,0,False
354,45,2026-07-18,3,3,0,False
354,46,2026-07-25,4,4,0,False
354,47,2026-08-01,4,4,0,False
355,0,2026-06-06,3,9,0,False
355,1,2026-06-13,4,12,0,False
355,2,2026-06-20,4,12,0,False
355,3,2026-06-27,5,14,0,False
355,4,2026-07-04,4,11,0,False
355,5,2026-07-11,5,14,0,False
355,6,2026-07-18,4,13,0,False
355,7,2026-07-25,6,17,0,False
355,8,2026-08-01,4,13,0,False
356,0,2026-02-28,4,4,0,False
356,1,2026-03-07,4,5,1,False
356,2,2026-03-14,6,7,0,False
356,3,2026-03-21,4,4,0,False
356,4,2026-03-28,3,3,0,False
356,5,2026-04-04,7,7,0,False
356,6,2026-04-11,4,4,0,False
356,7,2026-04-18,6,7,0,False
356,8,2026-04-25,8,9,0,False
356,9,2026-05-02,3,4,0,False
356,10,2026-05-09,5,5,0,False
356,11,2026-05-16,5,6,0,False
356,12,2026-05-23,7,7,0,False
356,13,2026-05-30,4,4,0,False
356,14,2026-06-06,2,2,0,False
356,15,2026-06-13,3,4,0,False
356,16,2026-06-20,4,5,0,False
356,17,2026-06-27,6,7,0,False
356,18,2026-07-04,5,5,0,False
356,19,2026-07-11,6,6,0,False
356,20,2026-07-18,4,5,0,False
356,21,2026-07-25,5,6,0,False
356,22,2026-08-01,6,7,0,False
357,0,2026-06-27,18,17,1,False
357,1,2026-07-04,10,10,0,False
357,2,2026-07-11,11,10,0,False
357,3,2026-07-18,11,10,0,False
357,4,2026-07-25,10,9,0,False
357,5,2026-08-01,8,8,0,False
358,0,2026-07-25,13,13,0,False
358,1,2026-08-01,8,8,0,False
359,0,2025-11-22,4,3,0,False
359,1,2025-11-29,10,6,0,False
359,2,2025-12-06,4,3,0,False
359,3,2025-12-13,7,5,0,False
359,4,2025-12-20,9,6,0,False
359,5,2025-12-27,5,3,0,False
359,6,2026-01-03,10,7,0,False
359,7,2026-01-10,10,7,0,False
359,8,2026-01-17,12,8,0,False
359,9,2026-01-24,5,3,0,False
359,10,2026-01-31,15,10,0,False
359,11,2026-02-07,6,4,0,False
359,12,2026-02-14,9,6,0,False
359,13,2026-02-21,8,5,0,False
359,14,2026-02-28,8,5,0,False
359,15,2026-03-07,15,10,0,False
359,16,2026-03-14,6,4,0,False
359,17,2026-03-21,14,9,0,False
359,18,2026-03-28,11,7,0,False
359,19,2026-04-04,8,6,0,False
359,20,2026-04-11,8,6,0,False
359,21,2026-04-18,10,7,0,False
359,22,2026-04-25,7,5,0,False
359,23,2026-05-02,8,5,0,False
359,24,2026-05-09,9,6,0,False
359,25,2026-05-16,13,9,0,False
359,26,2026-05-23,8,5,0,False
359,27,2026-05-30,5,3,0,False
359,28,2026-06-06,9,6,1,False
359,29,2026-06-13,8,5,0,False
359,30,2026-06-20,7,4,0,False
359,31,2026-06-27,8,5,0,False
359,32,2026-07-04,6,4,0,False
359,33,2026-07-11,11,7,0,False
359,34,2026-07-18,8,5,0,False
359,35,2026-07-25,13,8,0,False
359,36,2026-08-01,9,6,0,False
360,0,2026-06-20,5,4,0,False
360,1,2026-06-27,6,5,0,False
360,2,2026-07-04,5,4,0,False
360,3,2026-07-11,5,4,1,False
360,4,2026-07-18,4,3,0,False
360,5,2026-07-25,4,4,0,False
360,6,2026-08-01,7,6,0,False
361,0,2025-10-04,2,3,0,False
361,1,2025-10-11,2,3,0,False
361,2,2025-10-18,6,8,0,False
361,3,2025-10-25,4,5,0,False
361,4,2025-11-01,3,5,0,False
361,5,2025-11-08,3,5,0,False
361,6,2025-11-15,4,5,0,False
361,7,2025-11-22,4,5,0,False
361,8,2025-11-29,3,5,0,False
361,9,2025-12-06,3,4,0,False
361,10,2025-12-13,5,7,0,False
361,11,2025-12-20,2,3,0,False
361,12,2025-12-27,5,6,1,False
361,13,2026-01-03,3,4,0,False
361,14,2026-01-10,4,5,0,False
361,15,2026-01-17,4,5,0,False
361,16,2026-01-24,6,9,0,False
361,17,2026-01-31,3,4,0,False
361,18,2026-02-07,5,7,0,False
361,19,2026-02-14,6,9,0,False
361,20,2026-02-21,4,5,0,False
361,21,2026-02-28,3,4,0,False
361,22,2026-03-07,6,8,0,False
361,23,2026-03-14,5,7,0,False
361,24,2026-03-21,3,4,0,False
361,25,2026-03-28,7,9,0,False
361,26,2026-04-04,3,5,0,False
361,27,2026-04-11,4,5,0,False
361,28,2026-04-18,5,7,0,False
361,29,2026-04-25,7,9,0,False
361,30,2026-05-02,4,6,0,False
361,31,2026-05-09,4,5,0,False
361,32,2026-05-16,4,5,1,False
361,33,2026-05-23,5,6,0,False
361,34,2026-05-30,5,7,0,False
361,35,2026-06-06,3,4,0,False
361,36,2026-06-13,3,4,0,False
361,37,2026-06-20,5,7,0,False
361,38,2026-06-27,7,9,0,False
361,39,2026-07-04,4,6,0,False
361,40,2026-07-11,3,5,0,False
361,41,2026-07-18,3,4,0,False
361,42,2026-07-25,4,5,0,False
361,43,2026-08-01,5,7,0,False
362,0,2026-03-07,4,1,0,False
362,1,2026-03-14,9,1,0,False
362,2,2026-03-21,4,1,0,False
362,3,2026-03-28,4,1,0,False
362,4,2026-04-04,10,1,0,False
362,5,2026-04-11,7,1,0,False
362,6,2026-04-18,5,1,0,False
362,7,2026-04-25,8,1,0,False
362,8,2026-05-02,4,1,1,False
362,9,2026-05-09,6,1,0,False
362,10,2026-05-16,7,1,0,False
362,11,2026-05-23,6,1,0,False
362,12,2026-05-30,3,0,1,False
362,13,2026-06-06,3,0,0,False
362,14,2026-06-13,3,0,0,False
362,15,2026-06-20,3,0,0,False
362,16,2026-06-27,2,0,0,False
362,17,2026-07-04,2,0,0,False
362,18,2026-07-11,2,0,0,False
362,19,2026-07-18,2,0,1,False
362,20,2026-07-25,2,0,0,False
362,21,2026-08-01,2,0,2,False
363,0,2025-09-27,7,2,0,False
363,1,2025-10-04,9,3,0,False
363,2,2025-10-11,7,2,0,False
363,3,2025-10-18,11,3,0,False
363,4,2025-10-25,5,2,0,False
363,5,2025-11-01,5,1,0,False
363,6,2025-11-08,7,2,1,False
363,7,2025-11-15,6,2,0,False
363,8,2025-11-22,5,1,1,False
363,9,2025-11-29,5,1,0,False
363,10,2025-12-06,5,1,0,False
363,11,2025-12-13,6,2,0,False
363,12,2025-12-20,3,1,0,False
363,13,2025-12-27,3,1,0,False
363,14,2026-01-03,4,1,0,False
363,15,2026-01-10,1,0,0,False
363,16,2026-01-17,2,1,0,True
364,0,2026-07-11,11,15,1,False
364,1,2026-07-18,6,7,0,False
364,2,2026-07-25,7,10,0,False
364,3,2026-08-01,9,12,1,False
365,0,2026-04-25,3,5,0,False
365,1,2026-05-02,6,10,0,False
365,2,2026-05-09,3,6,0,False
365,3,2026-05-16,3,6,0,False
365,4,2026-05-23,4,6,0,False
365,5,2026-05-30,3,5,0,False
365,6,2026-06-06,5,9,0,False
365,7,2026-06-13,3,5,0,False
365,8,2026-06-20,3,6,0,False
365,9,2026-06-27,3,5,0,False
365,10,2026-07-04,2,4,0,False
365,11,2026-07-11,3,5,0,False
365,12,2026-07-18,4,7,0,False
365,13,2026-07-25,2,3,0,False
365,14,2026-08-01,3,5,0,False
366,0,2025-11-01,5,1,0,False
366,1,2025-11-08,8,1,0,False
366,2,2025-11-15,7,1,0,False
366,3,2025-11-22,7,1,0,False
366,4,2025-11-29,11,2,0,False
366,5,2025-12-06,5,1,0,False
366,6,2025-12-13,7,1,0,False
366,7,2025-12-20,6,1,0,False
366,8,2025-12-27,5,1,0,False
366,9,2026-01-03,9,2,0,False
366,10,2026-01-10,6,1,0,False
366,11,2026-01-17,5,1,0,False
366,12,2026-01-24,8,1,0,False
366,13,2026-01-31,7,1,0,False
366,14,2026-02-07,8,2,0,False
366,15,2026-02-14,5,1,0,False
366,16,2026-02-21,8,1,0,False
366,17,2026-02-28,6,1,0,False
366,18,2026-03-07,8,1,0,False
366,19,2026-03-14,9,2,0,False
366,20,2026-03-21,6,1,0,False
366,21,2026-03-28,7,1,0,False
366,22,2026-04-04,4,1,0,False
366,23,2026-04-11,5,1,0,False
366,24,2026-04-18,7,1,0,False
366,25,2026-04-25,8,1,0,False
366,26,2026-05-02,9,2,0,False
366,27,2026-05-09,6,1,0,False
366,28,2026-05-16,6,1,0,False
366,29,2026-05-23,6,1,0,False
366,30,2026-05-30,4,1,0,False
366,31,2026-06-06,10,2,0,False
366,32,2026-06-13,7,1,0,False
366,33,2026-06-20,6,1,0,False
366,34,2026-06-27,4,1,0,False
366,35,2026-07-04,8,1,0,False
366,36,2026-07-11,7,1,1,False
366,37,2026-07-18,6,1,0,False
366,38,2026-07-25,8,1,0,False
366,39,2026-08-01,7,1,0,False
367,0,2026-01-10,9,7,0,False
367,1,2026-01-17,7,5,0,False
367,2,2026-01-24,12,9,0,False
367,3,2026-01-31,7,5,1,False
367,4,2026-02-07,7,6,0,False
367,5,2026-02-14,8,6,0,False
367,6,2026-02-21,10,8,0,False
367,7,2026-02-28,11,8,0,False
367,8,2026-03-07,10,8,0,False
367,9,2026-03-14,13,10,0,False
367,10,2026-03-21,3,3,0,False
367,11,2026-03-28,8,6,0,False
367,12,2026-04-04,6,5,0,False
367,13,2026-04-11,6,5,0,False
367,14,2026-04-18,7,5,0,False
367,15,2026-04-25,7,5,0,False
367,16,2026-05-02,8,7,0,False
367,17,2026-05-09,9,7,0,False
367,18,2026-05-16,6,4,0,False
367,19,2026-05-23,10,8,0,False
367,20,2026-05-30,11,8,0,False
367,21,2026-06-06,4,3,0,False
367,22,2026-06-13,9,7,0,False
367,23,2026-06-20,7,5,0,False
367,24,2026-06-27,12,9,0,False
367,25,2026-07-04,8,6,0,False
367,26,2026-07-11,6,5,0,False
367,27,2026-07-18,6,4,0,False
367,28,2026-07-25,8,6,0,False
367,29,2026-08-01,7,5,0,False
368,0,2025-10-25,2,1,0,False
368,1,2025-11-01,4,2,0,False
368,2,2025-11-08,2,1,0,False
368,3,2025-11-15,2,1,0,False
368,4,2025-11-22,4,2,0,False
368,5,2025-11-29,2,1,0,False
368,6,2025-12-06,4,2,0,False
368,7,2025-12-13,3,2,0,False
368,8,2025-12-20,3,1,0,False
368,9,2025-12-27,5,3,0,False
368,10,2026-01-03,4,2,0,False
368,11,2026-01-10,3,2,0,False
368,12,2026-01-17,2,1,0,False
368,13,2026-01-24,4,2,0,False
368,14,2026-01-31,4,2,0,False
368,15,2026-02-07,3,2,0,False
368,16,2026-02-14,3,2,0,False
368,17,2026-02-21,4,2,0,False
368,18,2026-02-28,3,2,0,False
368,19,2026-03-07,3,1,0,False
368,20,2026-03-14,2,1,0,False
368,21,2026-03-21,3,2,0,False
368,22,2026-03-28,2,1,1,False
368,23,2026-04-04,3,2,0,False
368,24,2026-04-11,3,1,0,False
368,25,2026-04-18,3,2,0,False
368,26,2026-04-25,3,1,0,False
368,27,2026-05-02,2,1,0,False
368,28,2026-05-09,2,1,0,False
368,29,2026-05-16,2,1,0,False
368,30,2026-05-23,4,2,0,False
368,31,2026-05-30,3,1,0,False
368,32,2026-06-06,3,2,0,False
368,33,2026-06-13,3,2,0,False
368,34,2026-06-20,3,2,0,False
368,35,2026-06-27,4,2,0,False
368,36,2026-07-04,5,2,0,False
368,37,2026-07-11,5,3,0,False
368,38,2026-07-18,2,1,0,False
368,39,2026-07-25,4,2,0,False
368,40,2026-08-01,4,2,0,False
369,0,2025-09-06,3,2,0,False
369,1,2025-09-13,5,3,0,False
369,2,2025-09-20,3,2,0,False
369,3,2025-09-27,7,5,0,False
369,4,2025-10-04,6,4,0,False
369,5,2025-10-11,6,4,0,False
369,6,2025-10-18,5,3,0,False
369,7,2025-10-25,6,4,0,False
369,8,2025-11-01,5,3,0,False
369,9,2025-11-08,4,3,0,False
369,10,2025-11-15,6,4,0,False
369,11,2025-11-22,7,5,0,False
369,12,2025-11-29,4,3,0,False
369,13,2025-12-06,3,2,0,False
369,14,2025-12-13,9,6,0,False
369,15,2025-12-20,7,5,0,False
369,16,2025-12-27,5,3,0,False
369,17,2026-01-03,3,2,0,False
369,18,2026-01-10,5,4,0,False
369,19,2026-01-17,10,7,0,False
369,20,2026-01-24,6,4,0,False
369,21,2026-01-31,6,4,0,False
369,22,2026-02-07,5,3,0,False
369,23,2026-02-14,6,4,0,False
369,24,2026-02-21,6,4,0,False
369,25,2026-02-28,5,4,0,False
369,26,2026-03-07,5,3,0,False
369,27,2026-03-14,5,4,0,False
369,28,2026-03-21,5,4,0,False
369,29,2026-03-28,3,2,0,False
369,30,2026-04-04,10,7,0,False
369,31,2026-04-11,6,4,0,False
369,32,2026-04-18,7,5,0,False
369,33,2026-04-25,5,4,0,False
369,34,2026-05-02,4,3,0,False
369,35,2026-05-09,7,4,0,False
369,36,2026-05-16,3,2,0,False
369,37,2026-05-23,6,4,0,False
369,38,2026-05-30,6,4,0,False
369,39,2026-06-06,5,3,0,False
369,40,2026-06-13,6,4,0,False
369,41,2026-06-20,3,2,0,False
369,42,2026-06-27,6,4,1,False
369,43,2026-07-04,6,4,0,False
369,44,2026-07-11,7,5,0,False
369,45,2026-07-18,3,2,0,False
369,46,2026-07-25,5,3,0,False
369,47,2026-08-01,3,2,0,False
370,0,2026-05-16,9,3,0,False
370,1,2026-05-23,7,3,0,False
370,2,2026-05-30,13,5,0,False
370,3,2026-06-06,9,4,0,False
370,4,2026-06-13,10,4,0,False
370,5,2026-06-20,8,3,0,False
370,6,2026-06-27,8,3,0,False
370,7,2026-07-04,5,2,0,False
370,8,2026-07-11,8,3,0,False
370,9,2026-07-18,8,3,0,False
370,10,2026-07-25,14,6,0,False
370,11,2026-08-01,11,5,0,False
371,0,2026-02-07,5,4,0,False
371,1,2026-02-14,4,3,0,False
371,2,2026-02-21,4,4,0,False
371,3,2026-02-28,4,4,1,False
371,4,2026-03-07,3,3,0,False
371,5,2026-03-14,4,4,0,False
371,6,2026-03-21,4,3,0,False
371,7,2026-03-28,6,6,1,False
371,8,2026-04-04,8,7,0,False
371,9,2026-04-11,5,4,0,False
371,10,2026-04-18,5,4,0,False
371,11,2026-04-25,5,4,0,False
371,12,2026-05-02,4,4,0,False
371,13,2026-05-09,4,3,0,False
371,14,2026-05-16,5,4,0,False
371,15,2026-05-23,5,4,0,False
371,16,2026-05-30,3,3,0,False
371,17,2026-06-06,3,3,0,False
371,18,2026-06-13,6,5,0,False
371,19,2026-06-20,4,4,0,False
371,20,2026-06-27,4,4,0,False
371,21,2026-07-04,5,4,0,False
371,22,2026-07-11,4,3,0,False
